model_name,input,input_length,sorted,output,output_length,is_sorted,is_correct,error_list,hallucination_count,missing_count,time_taken
gpt-5.2,"[375, 4281, 3686, 2725, 4973, 8862, 169, 1603, 5720, 5834, 9363, 7122, 4944, 8854, 5554, 20, 8408, 1189, 8735, 1920, 974, 2973, 6561, 9348, 7444, 439, 4882, 4269, 2560, 2434, 7167, 2362, 2348, 2729, 281, 7236, 5215, 941, 1481, 7935, 9803, 6458, 1626, 3003, 6822, 3955, 7468, 4981, 4940, 9395, 9183, 5928, 283, 4348, 3424, 6323, 4803, 2895, 2056, 4210, 655, 2686, 8853, 3851, 142, 3475, 7761, 9399, 4628, 8519, 4231, 6489, 3754, 9230, 4517, 9104, 6196, 9150, 3772, 4687, 4311, 6316, 5113, 4105, 6881, 8657, 3196, 4618, 1971, 8970, 9629, 2262, 4161, 8854, 8526, 5882, 2925, 7002, 2784, 6314]",100,"[9803, 9629, 9399, 9395, 9363, 9348, 9230, 9183, 9150, 9104, 8970, 8862, 8854, 8854, 8853, 8735, 8657, 8526, 8519, 8408, 7935, 7761, 7468, 7444, 7236, 7167, 7122, 7002, 6881, 6822, 6561, 6489, 6458, 6323, 6316, 6314, 6196, 5928, 5882, 5834, 5720, 5554, 5215, 5113, 4981, 4973, 4944, 4940, 4882, 4803, 4687, 4628, 4618, 4517, 4348, 4311, 4281, 4269, 4231, 4210, 4161, 4105, 3955, 3851, 3772, 3754, 3686, 3475, 3424, 3196, 3003, 2973, 2925, 2895, 2784, 2729, 2725, 2686, 2560, 2434, 2362, 2348, 2262, 2056, 1971, 1920, 1626, 1603, 1481, 1189, 974, 941, 655, 439, 375, 283, 281, 169, 142, 20]","[9803, 974, 9629, 941, 9399, 9395, 9363, 9348, 9230, 9183, 9150, 9104, 8970, 8862, 8854, 8854, 8853, 8735, 8657, 8526, 8519, 8408, 7935, 7761, 7468, 7444, 7236, 7167, 7122, 7002, 6881, 6822, 6561, 6489, 6458, 6323, 6316, 6314, 6196, 5928, 5882, 5834, 5720, 5554, 5215, 5113, 4981, 4973, 4944, 4940, 4882, 4803, 4687, 4628, 4618, 4517, 4348, 4311, 4281, 4269, 4231, 4210, 4161, 4105, 3955, 3851, 3772, 3754, 3686, 3475, 3424, 3196, 3003, 2973, 2925, 2895, 2784, 2729, 2725, 2686, 2560, 2434, 2362, 2348, 2262, 2056, 1971, 1920, 1626, 1603, 1481, 1189, 655, 439, 375, 283, 281, 169, 142, 20]",100,False,False,[],0,0,6.32529878616333
gemini-3-pro-preview,"[2381, 702, 9452, 280, 1990, 7558, 7020, 111, 746, 7039, 3458, 7760, 1910, 3628, 3922, 2712, 905, 7314, 6237, 9069, 5272, 1727, 1534, 4311, 976, 7885, 6265, 7220, 6128, 6071, 4523, 555, 874, 7421, 2662, 9366, 848, 2992, 812, 7877, 7903, 815, 6400, 9845, 6729, 2689, 8405, 8222, 9180, 4356, 7776, 7916, 2936, 831, 2283, 544, 661, 8825, 1412, 2529, 1189, 8867, 8188, 7748, 2984, 9251, 2119, 2141, 3128, 2753, 4677, 9175, 1185, 2341, 3615, 1911, 2661, 7351, 2901, 6419, 1278, 5403, 2845, 6440, 3513, 3525, 8736, 7226, 8492, 4029, 7863, 1929, 1438, 6898, 2445, 5960, 2615, 9351, 6452, 7060]",100,"[9845, 9452, 9366, 9351, 9251, 9180, 9175, 9069, 8867, 8825, 8736, 8492, 8405, 8222, 8188, 7916, 7903, 7885, 7877, 7863, 7776, 7760, 7748, 7558, 7421, 7351, 7314, 7226, 7220, 7060, 7039, 7020, 6898, 6729, 6452, 6440, 6419, 6400, 6265, 6237, 6128, 6071, 5960, 5403, 5272, 4677, 4523, 4356, 4311, 4029, 3922, 3628, 3615, 3525, 3513, 3458, 3128, 2992, 2984, 2936, 2901, 2845, 2753, 2712, 2689, 2662, 2661, 2615, 2529, 2445, 2381, 2341, 2283, 2141, 2119, 1990, 1929, 1911, 1910, 1727, 1534, 1438, 1412, 1278, 1189, 1185, 976, 905, 874, 848, 831, 815, 812, 746, 702, 661, 555, 544, 280, 111]","[9845, 9452, 9366, 9351, 9251, 9180, 9175, 9069, 8867, 8825, 8736, 8492, 8405, 8222, 8188, 7916, 7903, 7885, 7877, 7863, 7776, 7760, 7748, 7558, 7421, 7351, 7314, 7226, 7220, 7060, 7039, 7020, 6898, 6729, 6452, 6440, 6419, 6400, 6265, 6237, 6128, 6071, 5960, 5403, 5272, 4677, 4523, 4356, 4311, 4029, 3922, 3628, 3615, 3525, 3513, 3458, 3128, 2992, 2984, 2936, 2901, 2845, 2753, 2712, 2689, 2662, 2661, 2615, 2529, 2445, 2381, 2341, 2283, 2141, 2119, 1990, 1929, 1911, 1910, 1727, 1534, 1438, 1412, 1278, 1189, 1185, 976, 905, 874, 848, 831, 815, 812, 746, 702, 661, 555, 544, 280, 111]",100,True,True,[],0,0,38.39841151237488
gemini-2.5-flash,"[2381, 702, 9452, 280, 1990, 7558, 7020, 111, 746, 7039, 3458, 7760, 1910, 3628, 3922, 2712, 905, 7314, 6237, 9069, 5272, 1727, 1534, 4311, 976, 7885, 6265, 7220, 6128, 6071, 4523, 555, 874, 7421, 2662, 9366, 848, 2992, 812, 7877, 7903, 815, 6400, 9845, 6729, 2689, 8405, 8222, 9180, 4356, 7776, 7916, 2936, 831, 2283, 544, 661, 8825, 1412, 2529, 1189, 8867, 8188, 7748, 2984, 9251, 2119, 2141, 3128, 2753, 4677, 9175, 1185, 2341, 3615, 1911, 2661, 7351, 2901, 6419, 1278, 5403, 2845, 6440, 3513, 3525, 8736, 7226, 8492, 4029, 7863, 1929, 1438, 6898, 2445, 5960, 2615, 9351, 6452, 7060]",100,"[9845, 9452, 9366, 9351, 9251, 9180, 9175, 9069, 8867, 8825, 8736, 8492, 8405, 8222, 8188, 7916, 7903, 7885, 7877, 7863, 7776, 7760, 7748, 7558, 7421, 7351, 7314, 7226, 7220, 7060, 7039, 7020, 6898, 6729, 6452, 6440, 6419, 6400, 6265, 6237, 6128, 6071, 5960, 5403, 5272, 4677, 4523, 4356, 4311, 4029, 3922, 3628, 3615, 3525, 3513, 3458, 3128, 2992, 2984, 2936, 2901, 2845, 2753, 2712, 2689, 2662, 2661, 2615, 2529, 2445, 2381, 2341, 2283, 2141, 2119, 1990, 1929, 1911, 1910, 1727, 1534, 1438, 1412, 1278, 1189, 1185, 976, 905, 874, 848, 831, 815, 812, 746, 702, 661, 555, 544, 280, 111]","[9845, 9452, 9366, 9351, 9251, 9180, 9175, 9069, 8867, 8825, 8736, 8492, 8405, 8222, 8188, 812, 815, 7916, 7903, 7885, 7877, 7863, 7776, 7760, 7748, 7558, 746, 7421, 7351, 7314, 7226, 7220, 7060, 7039, 7020, 702, 6898, 6729, 661, 6452, 6440, 6419, 6400, 6265, 6237, 6128, 6071, 5960, 544, 5403, 5272, 4677, 4523, 4356, 4311, 4029, 3922, 3628, 3615, 3525, 3513, 3458, 3128, 2992, 2984, 2936, 2901, 2845, 280, 2753, 2712, 2689, 2662, 2661, 2615, 2529, 2445, 2381, 2341, 2283, 2141, 2119, 1990, 1929, 1911, 1910, 1727, 1534, 1438, 1412, 1278, 1189, 1185, 111, 976, 905, 874, 848, 831, 555]",100,False,False,[],0,0,2.8723018169403076
claude-sonnet-4-5,"[2381, 702, 9452, 280, 1990, 7558, 7020, 111, 746, 7039, 3458, 7760, 1910, 3628, 3922, 2712, 905, 7314, 6237, 9069, 5272, 1727, 1534, 4311, 976, 7885, 6265, 7220, 6128, 6071, 4523, 555, 874, 7421, 2662, 9366, 848, 2992, 812, 7877, 7903, 815, 6400, 9845, 6729, 2689, 8405, 8222, 9180, 4356, 7776, 7916, 2936, 831, 2283, 544, 661, 8825, 1412, 2529, 1189, 8867, 8188, 7748, 2984, 9251, 2119, 2141, 3128, 2753, 4677, 9175, 1185, 2341, 3615, 1911, 2661, 7351, 2901, 6419, 1278, 5403, 2845, 6440, 3513, 3525, 8736, 7226, 8492, 4029, 7863, 1929, 1438, 6898, 2445, 5960, 2615, 9351, 6452, 7060]",100,"[9845, 9452, 9366, 9351, 9251, 9180, 9175, 9069, 8867, 8825, 8736, 8492, 8405, 8222, 8188, 7916, 7903, 7885, 7877, 7863, 7776, 7760, 7748, 7558, 7421, 7351, 7314, 7226, 7220, 7060, 7039, 7020, 6898, 6729, 6452, 6440, 6419, 6400, 6265, 6237, 6128, 6071, 5960, 5403, 5272, 4677, 4523, 4356, 4311, 4029, 3922, 3628, 3615, 3525, 3513, 3458, 3128, 2992, 2984, 2936, 2901, 2845, 2753, 2712, 2689, 2662, 2661, 2615, 2529, 2445, 2381, 2341, 2283, 2141, 2119, 1990, 1929, 1911, 1910, 1727, 1534, 1438, 1412, 1278, 1189, 1185, 976, 905, 874, 848, 831, 815, 812, 746, 702, 661, 555, 544, 280, 111]","[9845, 9452, 9366, 9351, 9251, 9180, 9175, 9069, 8867, 8825, 8736, 8492, 8405, 8222, 8188, 7916, 7903, 7885, 7877, 7863, 7776, 7760, 7748, 7558, 7421, 7351, 7314, 7226, 7220, 7060, 7039, 7020, 6898, 6729, 6452, 6440, 6419, 6400, 6265, 6237, 6128, 6071, 5960, 5403, 5272, 4677, 4523, 4356, 4311, 4029, 3922, 3628, 3615, 3525, 3513, 3458, 3128, 2992, 2984, 2936, 2901, 2845, 2753, 2712, 2689, 2662, 2661, 2615, 2529, 2445, 2381, 2341, 2283, 2141, 2119, 1990, 1929, 1911, 1910, 1727, 1534, 1438, 1412, 1278, 1189, 1185, 976, 905, 874, 848, 831, 815, 812, 746, 702, 661, 555, 544, 280, 111]",100,True,True,[],0,0,6.174706220626831
gpt-5.2,"[2381, 702, 9452, 280, 1990, 7558, 7020, 111, 746, 7039, 3458, 7760, 1910, 3628, 3922, 2712, 905, 7314, 6237, 9069, 5272, 1727, 1534, 4311, 976, 7885, 6265, 7220, 6128, 6071, 4523, 555, 874, 7421, 2662, 9366, 848, 2992, 812, 7877, 7903, 815, 6400, 9845, 6729, 2689, 8405, 8222, 9180, 4356, 7776, 7916, 2936, 831, 2283, 544, 661, 8825, 1412, 2529, 1189, 8867, 8188, 7748, 2984, 9251, 2119, 2141, 3128, 2753, 4677, 9175, 1185, 2341, 3615, 1911, 2661, 7351, 2901, 6419, 1278, 5403, 2845, 6440, 3513, 3525, 8736, 7226, 8492, 4029, 7863, 1929, 1438, 6898, 2445, 5960, 2615, 9351, 6452, 7060]",100,"[9845, 9452, 9366, 9351, 9251, 9180, 9175, 9069, 8867, 8825, 8736, 8492, 8405, 8222, 8188, 7916, 7903, 7885, 7877, 7863, 7776, 7760, 7748, 7558, 7421, 7351, 7314, 7226, 7220, 7060, 7039, 7020, 6898, 6729, 6452, 6440, 6419, 6400, 6265, 6237, 6128, 6071, 5960, 5403, 5272, 4677, 4523, 4356, 4311, 4029, 3922, 3628, 3615, 3525, 3513, 3458, 3128, 2992, 2984, 2936, 2901, 2845, 2753, 2712, 2689, 2662, 2661, 2615, 2529, 2445, 2381, 2341, 2283, 2141, 2119, 1990, 1929, 1911, 1910, 1727, 1534, 1438, 1412, 1278, 1189, 1185, 976, 905, 874, 848, 831, 815, 812, 746, 702, 661, 555, 544, 280, 111]","[9845, 976, 9452, 9366, 9351, 9251, 9180, 9175, 9069, 8867, 8825, 8736, 8492, 8405, 831, 8222, 8188, 812, 815, 7916, 7903, 7885, 7877, 7863, 7776, 7760, 7748, 7558, 746, 7421, 7351, 7314, 7226, 7220, 7060, 7039, 7020, 702, 6898, 6729, 661, 6452, 6440, 6419, 6400, 6265, 6237, 6128, 6071, 5960, 5403, 5272, 4677, 4523, 4356, 4311, 4029, 3922, 3628, 3615, 3525, 3513, 3458, 3128, 2992, 2984, 2936, 2901, 2845, 280, 2753, 2712, 2689, 2662, 2661, 2615, 2529, 2445, 2381, 2341, 2283, 2141, 2119, 1990, 1929, 1911, 1910, 1727, 1534, 1438, 1412, 1278, 1189, 1185, 111, 905, 9069, 906, 874, 848, 831, 815, 812, 746, 702, 661, 555, 544, 280, 111]",110,False,False,"['9069_extra', '906_extra', '831_extra', '815_extra', '812_extra', '746_extra', '702_extra', '661_extra', '280_extra', '111_extra']",10,0,4.492372751235962
gemini-3-pro-preview,"[7142, 2787, 2824, 7078, 9791, 4182, 45, 2162, 8284, 1093, 7795, 3038, 1358, 1356, 2379, 915, 4159, 2684, 3642, 5910, 9706, 5383, 4764, 249, 1118, 8500, 2500, 4612, 5125, 9508, 8385, 1533, 4858, 9455, 3402, 8927, 7813, 560, 175, 2040, 5006, 761, 1998, 5824, 1820, 9539, 3285, 5307, 5181, 466, 5553, 6904, 8588, 8382, 4048, 4300, 9053, 9267, 9079, 832, 4924, 6827, 3808, 251, 9147, 9008, 9762, 1469, 4533, 8961, 894, 902, 7914, 8750, 6210, 2617, 7705, 6963, 6994, 4976, 9266, 5953, 4619, 6985, 5093, 3604, 4816, 89, 3215, 8479, 8518, 7948, 2616, 5178, 1430, 3506, 1856, 7756, 803, 1368]",100,"[9791, 9762, 9706, 9539, 9508, 9455, 9267, 9266, 9147, 9079, 9053, 9008, 8961, 8927, 8750, 8588, 8518, 8500, 8479, 8385, 8382, 8284, 7948, 7914, 7813, 7795, 7756, 7705, 7142, 7078, 6994, 6985, 6963, 6904, 6827, 6210, 5953, 5910, 5824, 5553, 5383, 5307, 5181, 5178, 5125, 5093, 5006, 4976, 4924, 4858, 4816, 4764, 4619, 4612, 4533, 4300, 4182, 4159, 4048, 3808, 3642, 3604, 3506, 3402, 3285, 3215, 3038, 2824, 2787, 2684, 2617, 2616, 2500, 2379, 2162, 2040, 1998, 1856, 1820, 1533, 1469, 1430, 1368, 1358, 1356, 1118, 1093, 915, 902, 894, 832, 803, 761, 560, 466, 251, 249, 175, 89, 45]","[9791, 9762, 9706, 9539, 9508, 9455, 9267, 9266, 9147, 9079, 9053, 9008, 8961, 8927, 8750, 8588, 8518, 8500, 8479, 8385, 8382, 8284, 7948, 7914, 7813, 7795, 7756, 7705, 7142, 7078, 6994, 6985, 6963, 6904, 6827, 6210, 5953, 5910, 5824, 5553, 5383, 5307, 5181, 5178, 5125, 5093, 5006, 4976, 4924, 4858, 4816, 4764, 4619, 4612, 4533, 4300, 4182, 4159, 4048, 3808, 3642, 3604, 3506, 3402, 3285, 3215, 3038, 2824, 2787, 2684, 2617, 2616, 2500, 2379, 2162, 2040, 1998, 1856, 1820, 1533, 1469, 1430, 1368, 1358, 1356, 1118, 1093, 915, 902, 894, 832, 803, 761, 560, 466, 251, 249, 175, 89, 45]",100,True,True,[],0,0,40.81451654434204
gemini-2.5-flash,"[7142, 2787, 2824, 7078, 9791, 4182, 45, 2162, 8284, 1093, 7795, 3038, 1358, 1356, 2379, 915, 4159, 2684, 3642, 5910, 9706, 5383, 4764, 249, 1118, 8500, 2500, 4612, 5125, 9508, 8385, 1533, 4858, 9455, 3402, 8927, 7813, 560, 175, 2040, 5006, 761, 1998, 5824, 1820, 9539, 3285, 5307, 5181, 466, 5553, 6904, 8588, 8382, 4048, 4300, 9053, 9267, 9079, 832, 4924, 6827, 3808, 251, 9147, 9008, 9762, 1469, 4533, 8961, 894, 902, 7914, 8750, 6210, 2617, 7705, 6963, 6994, 4976, 9266, 5953, 4619, 6985, 5093, 3604, 4816, 89, 3215, 8479, 8518, 7948, 2616, 5178, 1430, 3506, 1856, 7756, 803, 1368]",100,"[9791, 9762, 9706, 9539, 9508, 9455, 9267, 9266, 9147, 9079, 9053, 9008, 8961, 8927, 8750, 8588, 8518, 8500, 8479, 8385, 8382, 8284, 7948, 7914, 7813, 7795, 7756, 7705, 7142, 7078, 6994, 6985, 6963, 6904, 6827, 6210, 5953, 5910, 5824, 5553, 5383, 5307, 5181, 5178, 5125, 5093, 5006, 4976, 4924, 4858, 4816, 4764, 4619, 4612, 4533, 4300, 4182, 4159, 4048, 3808, 3642, 3604, 3506, 3402, 3285, 3215, 3038, 2824, 2787, 2684, 2617, 2616, 2500, 2379, 2162, 2040, 1998, 1856, 1820, 1533, 1469, 1430, 1368, 1358, 1356, 1118, 1093, 915, 902, 894, 832, 803, 761, 560, 466, 251, 249, 175, 89, 45]","[9791, 9762, 9706, 9539, 9508, 9455, 9267, 9266, 9152, 9147, 9079, 9053, 9029, 9008, 8961, 8945, 8927, 8750, 8588, 8518, 8500, 8479, 8385, 8382, 8284, 7948, 7914, 7813, 7795, 7756, 7705, 7142, 7078, 6994, 6985, 6963, 6904, 6827, 6210, 5953, 5910, 5824, 5553, 5383, 5307, 5181, 5178, 5125, 5093, 5006, 4976, 4924, 4858, 4816, 4764, 4619, 4612, 4300, 4182, 4159, 4048, 3808, 3642, 3604, 3506, 3402, 3285, 3215, 3038, 2824, 2787, 2684, 2617, 2616, 2501, 2500, 2379, 2162, 2040, 1998, 1856, 1820, 1469, 1430, 1368, 1358, 1356, 1118, 1093, 915, 902, 894, 832, 803, 761, 560, 466, 251, 249, 175, 89, 45]",102,True,False,"['9152_extra', '9029_extra', '8945_extra', '2501_extra', '4533_missing', '1533_missing']",4,2,2.9017670154571533
claude-sonnet-4-5,"[7142, 2787, 2824, 7078, 9791, 4182, 45, 2162, 8284, 1093, 7795, 3038, 1358, 1356, 2379, 915, 4159, 2684, 3642, 5910, 9706, 5383, 4764, 249, 1118, 8500, 2500, 4612, 5125, 9508, 8385, 1533, 4858, 9455, 3402, 8927, 7813, 560, 175, 2040, 5006, 761, 1998, 5824, 1820, 9539, 3285, 5307, 5181, 466, 5553, 6904, 8588, 8382, 4048, 4300, 9053, 9267, 9079, 832, 4924, 6827, 3808, 251, 9147, 9008, 9762, 1469, 4533, 8961, 894, 902, 7914, 8750, 6210, 2617, 7705, 6963, 6994, 4976, 9266, 5953, 4619, 6985, 5093, 3604, 4816, 89, 3215, 8479, 8518, 7948, 2616, 5178, 1430, 3506, 1856, 7756, 803, 1368]",100,"[9791, 9762, 9706, 9539, 9508, 9455, 9267, 9266, 9147, 9079, 9053, 9008, 8961, 8927, 8750, 8588, 8518, 8500, 8479, 8385, 8382, 8284, 7948, 7914, 7813, 7795, 7756, 7705, 7142, 7078, 6994, 6985, 6963, 6904, 6827, 6210, 5953, 5910, 5824, 5553, 5383, 5307, 5181, 5178, 5125, 5093, 5006, 4976, 4924, 4858, 4816, 4764, 4619, 4612, 4533, 4300, 4182, 4159, 4048, 3808, 3642, 3604, 3506, 3402, 3285, 3215, 3038, 2824, 2787, 2684, 2617, 2616, 2500, 2379, 2162, 2040, 1998, 1856, 1820, 1533, 1469, 1430, 1368, 1358, 1356, 1118, 1093, 915, 902, 894, 832, 803, 761, 560, 466, 251, 249, 175, 89, 45]","[9791, 9762, 9706, 9539, 9508, 9455, 9267, 9266, 9147, 9079, 9053, 9008, 8961, 8927, 8750, 8588, 8518, 8500, 8479, 8385, 8382, 8284, 7948, 7914, 7813, 7795, 7756, 7705, 7142, 7078, 6994, 6985, 6963, 6904, 6827, 6210, 5953, 5910, 5824, 5553, 5383, 5307, 5181, 5178, 5125, 5093, 5006, 4976, 4924, 4858, 4816, 4764, 4619, 4612, 4533, 4300, 4182, 4159, 4048, 3808, 3642, 3604, 3506, 3402, 3285, 3215, 3038, 2824, 2787, 2684, 2617, 2616, 2500, 2379, 2162, 2040, 1998, 1856, 1820, 1533, 1469, 1430, 1368, 1358, 1356, 1118, 1093, 915, 902, 894, 832, 803, 761, 560, 466, 251, 249, 175, 89, 45]",100,True,True,[],0,0,10.505282878875732
gpt-5.2,"[7142, 2787, 2824, 7078, 9791, 4182, 45, 2162, 8284, 1093, 7795, 3038, 1358, 1356, 2379, 915, 4159, 2684, 3642, 5910, 9706, 5383, 4764, 249, 1118, 8500, 2500, 4612, 5125, 9508, 8385, 1533, 4858, 9455, 3402, 8927, 7813, 560, 175, 2040, 5006, 761, 1998, 5824, 1820, 9539, 3285, 5307, 5181, 466, 5553, 6904, 8588, 8382, 4048, 4300, 9053, 9267, 9079, 832, 4924, 6827, 3808, 251, 9147, 9008, 9762, 1469, 4533, 8961, 894, 902, 7914, 8750, 6210, 2617, 7705, 6963, 6994, 4976, 9266, 5953, 4619, 6985, 5093, 3604, 4816, 89, 3215, 8479, 8518, 7948, 2616, 5178, 1430, 3506, 1856, 7756, 803, 1368]",100,"[9791, 9762, 9706, 9539, 9508, 9455, 9267, 9266, 9147, 9079, 9053, 9008, 8961, 8927, 8750, 8588, 8518, 8500, 8479, 8385, 8382, 8284, 7948, 7914, 7813, 7795, 7756, 7705, 7142, 7078, 6994, 6985, 6963, 6904, 6827, 6210, 5953, 5910, 5824, 5553, 5383, 5307, 5181, 5178, 5125, 5093, 5006, 4976, 4924, 4858, 4816, 4764, 4619, 4612, 4533, 4300, 4182, 4159, 4048, 3808, 3642, 3604, 3506, 3402, 3285, 3215, 3038, 2824, 2787, 2684, 2617, 2616, 2500, 2379, 2162, 2040, 1998, 1856, 1820, 1533, 1469, 1430, 1368, 1358, 1356, 1118, 1093, 915, 902, 894, 832, 803, 761, 560, 466, 251, 249, 175, 89, 45]","[9791, 9762, 9706, 9539, 9508, 9455, 9267, 9266, 9150, 9147, 9079, 9053, 9020, 9008, 8961, 8927, 8750, 8588, 8518, 8500, 8479, 8385, 8382, 8284, 7948, 7914, 7813, 7795, 7756, 7705, 7142, 7078, 6994, 6985, 6963, 6904, 6827, 6210, 5953, 5910, 5824, 5553, 5383, 5307, 5181, 5178, 5125, 5093, 5006, 4976, 4924, 4858, 4816, 4764, 466, 4619, 4612, 4533, 4300, 4182, 4159, 4048, 3808, 3642, 3604, 3506, 3402, 3285, 3215, 3038, 2824, 2787, 2684, 2617, 2616, 2500, 2379, 2162, 2040, 1998, 1856, 1820, 1533, 1469, 1430, 1368, 1358, 1356, 1118, 1093, 915, 902, 894, 832, 803, 761, 560, 251, 249, 175, 89, 45]",102,False,False,"['9150_extra', '9020_extra']",2,0,6.7690818309783936
gemini-3-pro-preview,"[5835, 7613, 9124, 2425, 145, 2014, 70, 337, 2725, 3895, 1833, 6146, 1423, 9646, 5417, 2005, 6730, 3310, 4526, 1894, 6406, 4864, 7617, 3537, 2987, 4862, 9740, 5249, 8648, 6891, 9269, 8783, 3086, 271, 353, 4094, 6398, 1739, 7429, 9640, 8214, 5011, 5561, 4899, 1902, 392, 5808, 9304, 5795, 8595, 9587, 4205, 9118, 5925, 9164, 7368, 9684, 3437, 6363, 5302, 8898, 4349, 3964, 1736, 358, 2265, 6888, 6450, 9170, 213, 7081, 9698, 7454, 5275, 2553, 3491, 7355, 2763, 3653, 2384, 2333, 6484, 8427, 6944, 5447, 5780, 7711, 3683, 461, 8925, 3953, 87, 2417, 8100, 9544, 1570, 638, 101, 4681, 8165]",100,"[9740, 9698, 9684, 9646, 9640, 9587, 9544, 9304, 9269, 9170, 9164, 9124, 9118, 8925, 8898, 8783, 8648, 8595, 8427, 8214, 8165, 8100, 7711, 7617, 7613, 7454, 7429, 7368, 7355, 7081, 6944, 6891, 6888, 6730, 6484, 6450, 6406, 6398, 6363, 6146, 5925, 5835, 5808, 5795, 5780, 5561, 5447, 5417, 5302, 5275, 5249, 5011, 4899, 4864, 4862, 4681, 4526, 4349, 4205, 4094, 3964, 3953, 3895, 3683, 3653, 3537, 3491, 3437, 3310, 3086, 2987, 2763, 2725, 2553, 2425, 2417, 2384, 2333, 2265, 2014, 2005, 1902, 1894, 1833, 1739, 1736, 1570, 1423, 638, 461, 392, 358, 353, 337, 271, 213, 145, 101, 87, 70]","[9740, 9698, 9684, 9646, 9640, 9587, 9544, 9304, 9269, 9170, 9164, 9124, 9118, 8925, 8898, 8783, 8648, 8595, 8427, 8214, 8165, 8100, 7711, 7617, 7613, 7454, 7429, 7368, 7355, 7081, 6944, 6891, 6888, 6730, 6484, 6450, 6406, 6398, 6363, 6146, 5925, 5835, 5808, 5795, 5780, 5561, 5447, 5417, 5302, 5275, 5249, 5011, 4899, 4864, 4862, 4681, 4526, 4349, 4205, 4094, 3964, 3953, 3895, 3683, 3653, 3537, 3491, 3437, 3310, 3086, 2987, 2763, 2725, 2553, 2425, 2417, 2384, 2333, 2265, 2014, 2005, 1902, 1894, 1833, 1739, 1736, 1570, 1423, 638, 461, 392, 358, 353, 337, 271, 213, 145, 101, 87, 70]",100,True,True,[],0,0,35.548120737075806
gemini-2.5-flash,"[5835, 7613, 9124, 2425, 145, 2014, 70, 337, 2725, 3895, 1833, 6146, 1423, 9646, 5417, 2005, 6730, 3310, 4526, 1894, 6406, 4864, 7617, 3537, 2987, 4862, 9740, 5249, 8648, 6891, 9269, 8783, 3086, 271, 353, 4094, 6398, 1739, 7429, 9640, 8214, 5011, 5561, 4899, 1902, 392, 5808, 9304, 5795, 8595, 9587, 4205, 9118, 5925, 9164, 7368, 9684, 3437, 6363, 5302, 8898, 4349, 3964, 1736, 358, 2265, 6888, 6450, 9170, 213, 7081, 9698, 7454, 5275, 2553, 3491, 7355, 2763, 3653, 2384, 2333, 6484, 8427, 6944, 5447, 5780, 7711, 3683, 461, 8925, 3953, 87, 2417, 8100, 9544, 1570, 638, 101, 4681, 8165]",100,"[9740, 9698, 9684, 9646, 9640, 9587, 9544, 9304, 9269, 9170, 9164, 9124, 9118, 8925, 8898, 8783, 8648, 8595, 8427, 8214, 8165, 8100, 7711, 7617, 7613, 7454, 7429, 7368, 7355, 7081, 6944, 6891, 6888, 6730, 6484, 6450, 6406, 6398, 6363, 6146, 5925, 5835, 5808, 5795, 5780, 5561, 5447, 5417, 5302, 5275, 5249, 5011, 4899, 4864, 4862, 4681, 4526, 4349, 4205, 4094, 3964, 3953, 3895, 3683, 3653, 3537, 3491, 3437, 3310, 3086, 2987, 2763, 2725, 2553, 2425, 2417, 2384, 2333, 2265, 2014, 2005, 1902, 1894, 1833, 1739, 1736, 1570, 1423, 638, 461, 392, 358, 353, 337, 271, 213, 145, 101, 87, 70]","[9740, 9698, 9684, 9646, 9640, 9587, 9544, 9304, 9269, 9170, 9164, 9124, 9118, 8925, 8898, 8783, 8648, 8595, 8427, 8214, 8165, 8100, 7711, 7617, 7613, 7454, 7429, 7368, 7355, 7081, 6944, 6891, 6888, 6730, 6484, 6450, 6406, 6398, 6363, 6146, 5925, 5835, 5808, 5795, 5780, 5561, 5447, 5417, 5302, 5275, 5249, 5011, 4899, 4864, 4862, 4681, 4526, 4349, 4205, 4094, 3964, 3953, 3895, 3683, 3653, 3537, 3535, 3491, 3437, 3375, 3310, 3086, 2987, 2763, 2725, 2553, 2425, 2417, 2384, 2333, 2265, 2014, 2005, 1902, 1894, 1833, 1739, 1736, 1570, 1423, 638, 461, 392, 358, 353, 337, 271, 213, 145, 101, 87, 70]",102,True,False,"['3535_extra', '3375_extra']",2,0,7.178559303283691
